,NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),FoodGroup
0,1001,0.515743614,4.220687463,0.080718116,5.12872663,0.715609986,0.002200154,0,0.00451893,0.120326428,0.003545612,0.036396776,0.121306092,0.065525268,0.684795779,0.027303603,0,0,0.036541732,0,0.009910651,0.078445121,0.009040573,0.090179086,0.006530181,0.02372984,0,0.053802677,0.404235399,0.040044839,0.677404309,0.882255305,0,0.154114788,0,0,0,0.610165546,0,0.113545351,8.041200053,3.118888037,0.606845258,1.83697764,Dairy and Egg Products
1,1002,0.543366933,4.226574056,0.04653162,4.951045434,0.549425676,0.105240684,0,0.00451893,0.115312827,0.00886403,0.018198388,0.121306092,0.111938999,0.620895706,0.015168668,0.018541602,0.000158851,0,0,0.013874912,0.147661404,0.004735538,0.079521557,0.017413815,0.031639787,0,0.071736902,0.404235399,0.016489051,0.669001134,0.882255305,0.003925367,0.131680356,0.048750895,0,0.014343854,0.360313275,0,0.074615516,7.105397726,2.948707523,0.664279183,1.922418461,Dairy and Egg Products
2,1003,0.007799525,5.156655812,0.026589497,6.290293739,0,0,0,0,0.020054405,0,0,0.015163262,0.013651097,0.002130002,0.003033734,0.00185416,0,0,0,0.00198213,0.011536047,0.000645755,0.008198099,0.002176727,0,0,0,0.479491989,0.002355579,0.831914295,1.083425293,0,0.188254139,0,0,0,0.736406693,0,0.139498574,9.693647253,4.262969938,0.736669859,2.187285004,Dairy and Egg Products
3,1004,1.378241127,2.077967468,2.032197283,1.817280278,1.733064942,0.085805994,0,0.037657751,2.647181424,0.054956985,0.418562927,1.956060736,0.698936188,1.220491388,0.806973152,0.074166406,0.001429663,0.529855115,0,0.057481778,0.881354006,0.218695755,1.417451266,0.361336672,0.284758086,0,0.645632119,0.331128997,0.287380608,0.195441579,0.252448612,0,0.072180344,0,0,0,0.065750598,0.162390614,0.038929835,2.922464643,1.154022699,0.159538681,0.640806154,Dairy and Egg Products
4,1005,1.335993698,2.183926149,2.206928264,1.876718116,1.078502253,0.102307146,0,0.038410906,3.379167197,0.076230657,0.436761315,2.279543648,0.37130985,0.596400678,0.78877075,0.044499844,0.001906217,0.529855115,0,0.027749824,0.809830513,0.025399704,0.236105243,0.141487251,0.158198936,0,0.358684511,0.331128997,0.296802923,0.292755764,0.376043245,0,0.074131164,0,0,0,0.068380622,0.162390614,0.040551911,2.937336042,1.275686187,0.156347907,0.803143712,Dairy and Egg Products
5,1006,1.573554241,1.966122193,1.970471664,1.750254631,0.91570946,0.016501153,0,0.033891976,0.922502618,0.088640299,0.363967763,0.950231055,0.414993362,0.669885762,0.722028609,0.035229043,0.005400948,0.529855115,0,0.13874912,1.199748909,0.081795656,0.56566881,0.51153083,0.514146543,0,1.165724659,0.331128997,0.388670495,0.16047353,0.227466718,0,0.00877869,0,0,0,0.063120574,0.162390614,0.037307758,2.725379476,1.188889674,0.164723688,0.854408205,Dairy and Egg Products
6,1007,1.683397556,1.765978018,1.880257299,1.534002072,1.248078079,0.016867845,0,0.034645131,1.945277259,0.058502597,0.363967763,1.753883916,0.510551043,0.89673102,0.722028609,0.038937363,0.006036353,0.529855115,0,0.055499648,1.125918207,0.135608588,1.118220663,0.494117015,0.490416703,0,1.111921983,0.331128997,0.306225238,0.222277524,0.315560765,0,0.011704921,0,0,0,0.055230502,0.129912492,0.032441529,2.388659703,1.042003267,0.144382506,0.615173907,Dairy and Egg Products
7,1008,1.276522317,2.213359116,2.391155494,1.84636688,1.112417418,0.112207838,0,0.643425268,3.374153596,0.113459582,0.400364539,2.476666048,0.253910412,0.734850835,0.891917694,0.044499844,0.003335879,0.529855115,0,0.061446039,1.038244248,0.038745311,0.155763875,0.161077793,0.142379043,0,0.32281606,0.937401024,0.063600626,0.28570794,0.344487168,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,2.909158655,1.227762642,0.165521381,0.79459963,Dairy and Egg Products
8,1009,1.203076786,2.378183731,2.171792143,2.106249341,1.258252629,0.113307915,0,0.036151441,3.559656839,0.024819284,0.49135648,2.29976133,0.207496681,0.695445791,1.10427905,0.055624805,0.004288988,1.041439365,0,0.057481778,0.98748564,0.012699852,0.336122047,0.143663978,0.213568564,0,0.484224089,0.354781068,0.259113663,0.336669128,0.433896052,0,0.082909854,0,0,0,0.186731697,0.194868737,0.038929835,2.953459769,1.371830017,0.283380582,0.845864123,Dairy and Egg Products
9,1010,1.223550541,2.278111643,2.219273387,1.934891319,1.220945947,0.17527891,0,0.643425268,3.22374556,0.037228926,0.382166151,2.345251115,0.259370851,0.745500848,0.846411689,0.077874727,0.001906217,0.529855115,0,0.091177993,0.676012366,0.017220138,0.338581476,0.161077793,0.142379043,0,0.32281606,0.937401024,0.195513037,0.267004099,0.289264034,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,3.04863672,1.286517205,0.173498316,0.880040451,Dairy and Egg Products
10,1011,1.241424453,2.319317797,2.256308759,2.03037125,1.139549551,0.094239916,0,0.039164061,3.43431681,0.134733254,0.473158092,2.309870171,0.346737874,0.643260731,0.931356231,0.077874727,0.001906217,0.529855115,0,0.029731954,0.86520354,0.020018411,0.172160073,0.171961428,0.142379043,0,0.32281606,0.331128997,0.195513037,0.269443731,0.337912986,0,0.079983624,0,0,0,0.073640669,0.194868737,0.043796064,3.164946711,1.376874601,0.190050454,0.811687794,Dairy and Egg Products
11,1012,2.593017201,0.576886153,1.055982887,0.271896493,0.478203829,0.123941991,0,0.20109239,0.416128898,0.012409642,0.145587105,0.803652861,0.283942826,0.387660441,0.121349346,0.053770645,0.000317703,0.354454801,0,0.053517518,0.376075139,0.021309921,0.456634098,0.100129439,0.094919362,0,0.215210706,0.395634646,0.101289887,0.037949821,0.047334115,0,0.011704921,0,0,0,0.021040191,0.032478123,0,0.268937504,0.115431944,0.024529072,0.145249395,Dairy and Egg Products
12,1013,2.588142498,0.570999559,1.015149016,0.243442208,0.406981982,0.169045141,0.047254162,0.179250894,0.265720863,0.028364896,0.127388717,0.571149517,0.245719754,0.366360417,0.100113211,0.074166406,0.000476554,0.281371337,0.021350488,0.0654103,0.32762374,0.032287759,0.148385587,0.148017432,0.087009415,0,0.197276481,0.376282951,0.124845674,0.039576242,0.048648951,0,0.013655741,0,0,0,0.010520096,0,0.006488306,0.361766339,0.153711432,0.024728496,0.111073067,Dairy and Egg Products
13,1014,2.632664789,0.423834724,0.981912145,0.018337205,0.579949325,0.244217059,0,0.139333678,0.431169702,0.02659209,0.20018227,0.960339896,0.374040069,0.39618045,0.142585482,0.055624805,0.003494731,0.343492282,0,0.045588997,0.521429333,0.030996249,0.365635202,0.034827631,0.071189521,0,0.16140803,0.384883704,0.108356623,0.002168561,0.002629673,0,0,0,0,0,0.002630024,0,0,0.026455435,0.011721239,0.00059827,0.059808574,Dairy and Egg Products
14,1015,2.640139334,0.476814065,0.992358019,0.143536055,0.430722598,0.174545525,0,0.301262007,0.556509731,0.023046478,0.163785493,0.758163076,0.341277435,0.328020373,0.154720416,0.061187285,0.002382771,0.434846612,0,0.039642606,0.579109569,0.022170928,0.429580372,0.124073435,0.063279575,0,0.143473804,0.350480692,0.110712202,0.060990784,0.089408883,0,0.00585246,0,0,0,0.021040191,0,0,0.193328182,0.076558976,0.016552138,0.102528985,Dairy and Egg Products
15,1016,2.680436881,0.423834724,1.176585249,0.064496377,0.471420796,0.0997403,0,0.204858165,0.305829672,0.024819284,0.090991941,0.677292348,0.234798876,0.432390492,0.115281879,0.051916485,0.000476554,0.328875589,0,0.041624736,0.380689558,0.027552221,0.176259122,0.148017432,0.094919362,0,0.215210706,0.376282951,0.148401462,0.011113876,0.014463202,0,0.00292623,0,0,0,0.002630024,0,0.001622076,0.10096897,0.043175701,0.006182124,0.034176328,Dairy and Egg Products
16,1017,1.710045935,2.060307688,0.584019312,2.17770121,0.430722598,0.202414139,0,0.283186287,0.486319315,0.019500866,0.163785493,0.540822994,0.360388972,0.33441038,0.151686683,0.033374883,0.001747365,0.314258896,0,0.045588997,0.530658171,0.019587907,0.423841703,0.121896708,0.071189521,0,0.16140803,0.584851216,0.051822733,0.301158938,0.398395466,0.003925367,0.057549193,0.016250298,0,0.007723614,0.226182056,0,0.034063605,3.164164006,1.32153255,0.29574483,0.862952287,Dairy and Egg Products
17,1018,1.350617808,2.101513841,2.373112621,1.75784244,1.431219971,0.052436996,0,0.107701168,3.664942464,0.078003463,0.545951644,2.709169391,0.513281263,0.864780983,1.13765012,0.066749766,0.001747365,0.529855115,0,0.073338821,0.897504472,0.017650642,0.230366574,0.165431247,0.126559149,0,0.286947608,0.331128997,0.362759129,0.223632875,0.318190438,0,0.010729511,0,0,0,0.063120574,0.162390614,0.037307758,2.750739124,1.205507126,0.132616529,0.760423302,Dairy and Egg Products
18,1019,1.794540793,1.554060656,1.349416981,1.345571479,1.76358859,0.149977143,0,0.308040403,2.471705383,0.115232388,0.345769375,1.703339711,0.169273608,0.97660611,0.873715292,0.059333125,0.004447839,0.548125981,0,0.305248065,1.947284767,0.213314461,0.792756145,0.922932221,0.253118298,0,0.573895217,0.331128997,0.39809281,0.114391604,0.164354565,0,0.00292623,0,0,0,0.04734043,0.129912492,0.029197376,2.339662358,0.685915008,0.117859201,0.760423302,Dairy and Egg Products
19,1020,1.232325007,2.28988483,2.43103974,1.96903646,1.285384761,0.056837303,0,0.116739028,2.75748065,0.040774537,0.254777434,1.748829495,0.174734047,0.852000969,1.061806778,0.046354004,0.00222392,0.529855115,0,0.041624736,0.470670726,0.032287759,0.351698434,0.180668336,0.047459681,0,0.107605353,0.331128997,0.395737231,0.247487048,0.339227822,0,0.031213122,0,0,0,0.071010645,0.194868737,0.042173987,3.00496177,1.288891127,0.329846223,0.991113517,Dairy and Egg Products
20,1021,0.43677342,2.743152521,0.916388027,1.86596872,1.610970347,1.563942576,0,0.643425268,2.005440473,0.092185911,1.27388717,2.244162705,3.846879253,0.639000726,0.345845636,0.148332813,0.006354056,0.529855115,0,0.624371042,3.188563446,0.174999654,2.747182875,0.589893,0.039549734,0,0.089671128,0.937401024,0.570050059,0.301701079,0.439155398,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,2.999326293,1.16900808,0.187059103,0.803143712,Dairy and Egg Products
21,1022,1.347368006,2.095627248,2.368364497,1.735079013,1.336257509,0.081405686,0,0.167200414,3.509520828,0.042547343,0.527753256,2.759713597,0.330356558,0.872235992,1.183156125,0.066749766,0.001747365,0.529855115,0,0.059463909,0.770607953,0.013560859,0.278735356,0.174138155,0.166108883,0,0.376618736,0.331128997,0.362759129,0.152612495,0.215633189,0,0.0097541,0,0,0,0.063120574,0.162390614,0.037307758,2.757313848,1.149423225,0.131021142,0.974025353,Dairy and Egg Products
22,1023,1.078609361,2.431163071,2.830831822,2.044914551,1.458352103,0.013200922,0,0.027113581,5.068750795,0.030137702,0.655141973,3.057924406,0.221147778,0.760410865,1.183156125,0.059333125,0.002700474,0.529855115,0,0.118927817,0.643711434,0.022816683,0.460733147,0.176314882,0.079099468,0,0.179342255,0.331128997,0.376892601,0.256974504,0.352376187,0,0.032188532,0,0,0,0.073640669,0.194868737,0.043796064,2.960660656,1.490080993,0.345600668,0.939849025,Dairy and Egg Products
23,1024,1.573554241,1.924916039,1.903997921,1.723064982,1.285384761,0.017967922,0,0.036904596,2.491759788,0.023046478,0.382166151,1.986387259,0.349468094,0.852000969,0.637084067,0.038937363,0.006036353,0.529855115,0,0.158570423,1.160526348,0.034009773,0.964916217,0.187198517,0.458776916,0,1.040185081,0.331128997,0.244980191,0.313086025,0.44572958,0,0.014631151,0,0,0,0.06049055,0.162390614,0.037307758,2.621436227,1.276873148,0.098714559,0.768967384,Dairy and Egg Products
24,1025,1.332743896,2.195699336,2.324681751,1.914657161,1.203988364,0.024935075,0,0.037657751,3.740146482,0.12764203,0.49135648,2.244162705,0.221147778,0.639000726,0.910120096,0.059333125,0.001747365,0.529855115,0,0.029731954,0.899811682,0.020018411,0.172160073,0.171961428,0.142379043,0,0.32281606,0.331128997,0.195513037,0.208452947,0.252448612,0,0.076081984,0,0,0,0.068380622,0.194868737,0.040551911,2.984611435,1.298386814,0.179281593,0.760423302,Dairy and Egg Products
25,1026,1.625226096,1.765978018,2.1053184,1.413229444,1.112417418,0.080305609,0,0.077574967,2.531868597,0.078003463,0.363967763,1.789264859,0.207496681,0.667755759,0.885850227,0.020395762,0.004765542,0.621209446,0,0.059463909,0.652940272,0.02238618,0.115593192,0.080538897,0.055369628,0,0.125539579,0.331128997,0.537071957,0.183243422,0.228781555,0,0.055598373,0,0,0,0.049970454,0.129912492,0.037307758,2.058827735,0.975236719,0.152558864,0.674982482,Dairy and Egg Products
26,1027,1.57225432,1.871936699,2.05118978,1.558030134,0.986931307,0.090572993,0,0.076068657,2.88282068,0.03545612,0.382166151,2.082421249,0.204766461,0.75615086,0.746298479,0.040791524,0.001429663,0.588321887,0,0.031714085,0.622946549,0.020233662,0.058206501,0.13495707,0.063279575,0,0.143473804,0.322528244,0.171957249,0.201947263,0.252448612,0,0.061450833,0,0,0,0.055230502,0.162390614,0.040551911,2.435935096,1.042596748,0.155151367,0.760423302,Dairy and Egg Products
27,1028,1.747743641,1.495194722,2.303790003,1.00664934,1.109025902,0.101573762,0,0.085106517,3.920636124,0.039001731,0.418562927,2.340196694,0.229338437,0.659235749,0.837310488,0.046354004,0.001588514,0.526200942,0,0.035678345,0.69908446,0.022601431,0.06476498,0.152370886,0.071189521,0,0.16140803,0.331128997,0.193157458,0.130384743,0.163039729,0,0.039991812,0,0,0,0.036820335,0.097434369,0.025953223,1.583256061,0.669149186,0.094127822,0.546821251,Dairy and Egg Products
28,1029,1.529681911,1.736545051,2.255359134,1.250723866,1.298950827,0.204614292,0,0.143099454,3.494480024,0.039001731,0.49135648,2.769822438,0.513281263,0.709290806,1.098211582,0.061187285,0.006195205,1.008551806,0,0.047571127,0.814444932,0.023892942,0.351698434,0.217672694,0.213568564,0,0.484224089,0.305326738,0.395737231,0.224717156,0.293208544,0,0.049745912,0,0,0,0.131501195,0.129912492,0.021086994,1.768131027,0.851792789,0.203212395,0.546821251,Dairy and Egg Products
29,1030,1.357442393,2.166266369,2.223071887,1.899481543,1.241295046,0.041069535,0,0.084353362,3.594752048,0.072685045,0.49135648,2.365468797,0.365849411,0.66882076,0.852479156,0.057478965,0.001270811,0.529855115,0,0.025767694,0.738307021,0.022170928,0.155763875,0.121896708,0.094919362,0,0.215210706,0.331128997,0.346270077,0.274322993,0.390506447,0,0.012680331,0,0,0,0.068380622,0.194868737,0.040551911,2.991968864,1.292452009,0.131818835,0.820231877,Dairy and Egg Products
30,1031,2.050950189,1.489308128,0.868906782,1.440419093,0.464637763,0.131642529,0,0.240256451,0.586591338,0.023046478,0.181983881,0.69751003,0.414993362,0.355710404,0.24876616,0.050062324,0.001747365,0.109625196,0,0.043606866,0.357617463,0.045202863,0.471390675,0.089245804,0.110739256,0,0.251079157,0.937401024,0.070667363,0.227969997,0.314245928,0,0.026336071,0,0,0.214021391,0.105200956,0.188135755,0.027575299,2.002159879,0.858172704,0.193440651,0.632262072,Dairy and Egg Products
31,1032,0.736080206,2.472369225,2.698833961,1.76037171,2.435108861,0.510068962,0,0.005272085,4.276601808,0.086867493,0.618745197,3.169121658,0.491439507,1.921262184,1.274168134,0.074166406,0.011278449,1.257035584,0,0.051535388,0.82598098,0.017220138,0.368914442,0.176314882,0.047459681,0,0.107605353,0.303176549,0.329781026,0.264022328,0.335283313,0,0.071204933,0,0,0,0.139391267,0.162390614,0.027575299,2.406192299,1.057878869,0.276400765,0.734791056,Dairy and Egg Products
32,1033,0.947642331,2.30754461,3.394909012,1.633275908,2.048475978,0.118074914,0,0.060252401,5.9361038,0.14537009,0.800729078,3.507767831,0.251180193,1.465441666,0.834276754,0.059333125,0.003177028,0.822188972,0,0.077303081,0.765993534,0.058333218,0.371373871,0.198082151,0.055369628,0,0.125539579,0.331128997,0.282669451,0.211705788,0.264282141,0,0.064377063,0,0,0,0.057860526,0.162390614,0.027575299,2.568838438,1.11500136,0.113471887,0.580997579,Dairy and Egg Products
33,1034,1.477035115,2.072080874,2.258208008,1.783135137,0.678303304,0.02090146,0,0.042929836,3.258840768,0.076230657,0.436761315,1.819591382,0.37130985,0.568710647,0.78877075,0.040791524,0.001747365,0.529855115,0,0.027749824,0.553730266,0.012915104,0.172160073,0.115366528,0.142379043,0,0.32281606,0.331128997,0.353336814,0.296008606,0.411543831,0,0.028286891,0,0,0,0.063120574,0.162390614,0.038929835,2.612826469,1.385480067,0.145379623,1.050922092,Dairy and Egg Products
34,1035,1.330794014,2.066194281,2.42914049,1.683228984,1.597404281,0.078472148,0,0.042176681,3.790282494,0.092185911,0.509554868,2.506992571,0.376770289,0.932941061,0.97989597,0.048208164,0.001588514,0.529855115,0,0.037660476,0.74061423,0.033579269,0.390229498,0.158901066,0.079099468,0,0.179342255,0.331128997,0.343914499,0.238541733,0.3024124,0,0.066327883,0,0,0,0.06049055,0.162390614,0.035685682,2.673407851,1.096900207,0.153356557,0.589541661,Dairy and Egg Products
35,1036,2.330108201,1.02426725,1.069277636,0.820748017,0.345934685,0.111474453,0,0.020335185,1.037815445,0.067366627,0.20018227,0.79859844,0.286673046,0.089460102,0.351913104,0.038937363,0.000953108,0.529855115,0,0.025767694,0.449905841,0.02238618,0.174619502,0.093599258,0.094919362,0,0.215210706,0.376282951,0.080089678,0.120626217,0.153835873,0,0.032188532,0,0,0,0.028930263,0.064956246,0.017842841,1.298507912,0.538138381,0.07677799,0.435748184,Dairy and Egg Products
36,1037,2.418177841,0.812349888,1.081622759,0.500163083,0.3900244,0.188479832,0,0.023347806,1.363699522,0.078003463,0.272975822,0.924958953,0.341277435,0.10543512,0.406520309,0.063041446,0.001588514,0.610246926,0,0.041624736,0.426833746,0.016789635,0.198393989,0.043534539,0.102829309,0,0.233144932,0.350480692,0.068311784,0.104090938,0.138057835,0,0.019508201,0,0,0,0.018410167,0.032478123,0.011354535,0.771277695,0.34332843,0.051850071,0.264866543,Dairy and Egg Products
37,1038,1.00451387,2.278111643,3.019807177,1.703463142,2.279099101,0.133109298,0,0.054980316,5.334471658,0.13650606,0.746133914,3.841359585,0.234798876,1.526146735,0.782703282,0.055624805,0.003177028,0.529855115,0,0.073338821,0.853667493,0.016574383,0.347599385,0.18502179,0.055369628,0,0.125539579,0.331128997,0.263824821,0.112494113,0.118335287,0,0.067303293,0,0,0,0.06049055,0.162390614,0.035685682,2.67919987,1.162924905,0.118258047,0.888584533,Dairy and Egg Products
38,1039,1.279772119,2.172152962,2.045492031,1.937420589,2.184136639,0.073338456,0,0.643425268,3.319003983,0.099277135,0.545951644,1.981332839,0.248449973,1.92658719,0.6310166,0.063041446,0.004765542,0.529855115,0,0.079285212,1.352024732,0.157994768,1.419090885,0.26991414,0.387587394,0,0.878777051,0.937401024,0.15075704,0.283810449,0.381302591,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,3.01545002,1.257288294,0.263238824,0.768967384,Dairy and Egg Products
39,1040,1.22290058,2.313431203,2.560188726,1.959551699,1.007280406,0.052803688,0,0,4.462105052,0.023046478,0.600546809,2.901237371,0.196575803,0.199155226,1.325741606,0.087145528,0.004130136,1.096251963,0,0.021803433,0.696777251,0.013776111,0.289392884,0.154547613,0.079099468,0,0.179342255,0.333279185,0.7208071,0.283810449,0.372098735,0.003925367,0.059500013,0.016250298,0.00090498,0.008826987,0.157801434,0,0.02270907,2.853273504,1.193785888,0.267426714,0.79459963,Dairy and Egg Products
40,1041,1.392865237,2.001441754,2.318034377,1.642760669,1.651668545,0.068938149,0,0.643425268,3.509520828,0.040774537,0.236579046,2.527210253,0.177464266,0.801945912,1.061806778,0.048208164,0.002065068,0.529855115,0,0.120909948,0.828288189,0.044126604,0.283654215,0.141487251,0.158198936,0,0.358684511,0.937401024,0.494671539,0.283268308,0.310301419,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,2.625975917,1.058769089,0.143784236,0.871496369,Dairy and Egg Products
41,1042,1.287246664,2.154493182,1.721669941,1.941846811,2.2994482,0.17527891,0,0.170213034,5.239213235,0.111686777,0.473158092,3.239883545,0.360388972,1.779617023,0.75539968,0.085291367,0.006512907,0.738142988,0,0.029731954,0.539887009,0.016359131,0.330383378,0.117543255,0.063279575,0,0.143473804,0.412836152,0.353336814,0.306580341,0.411543831,0,0.047795092,0.056876044,0,0.023170842,0.210401912,2.435859216,0.060016828,2.826661528,1.221976208,0.25645843,0.854408205,Dairy and Egg Products
42,1043,1.270022712,2.207472522,2.1015199,1.972830365,1.980645647,0.063437764,0.023627081,0.046695611,3.078351126,0.074457851,0.400364539,3.760488857,0.442295556,0.974476108,0.904052628,0.061187285,0.002541622,0.529855115,0.035075801,0.053517518,0.816752142,0.016789635,0.397607787,0.154547613,0.063279575,0,0.143473804,0.746115337,0.164890513,0.279202256,0.303727236,0.047104407,0.146311507,0,0,0.019860721,0.076270693,0.162390614,0.047040217,3.078066435,1.325983654,0.197030271,0.803143712,Dairy and Egg Products
43,1044,1.374991325,1.966122193,2.348422374,1.581425879,1.984037164,0.077005379,0,0.092638067,3.870500113,0.108141165,0.527753256,3.851468426,0.589727409,1.459051659,1.095177849,0.050062324,0.00222392,0.58101354,0,0.027749824,0.636789805,0.008179566,0.213150566,0.07836217,0.047459681,0,0.107605353,0.778368162,0.289736187,0.202218333,0.252448612,0,0.061450833,0,0,0,0.089420813,0.162390614,0.035685682,2.511700959,1.04541578,0.124041324,0.726246974,Dairy and Egg Products
44,1045,1.401314723,1.948462413,1.86696255,1.54664842,1.505833335,0.305087977,0,0.643425268,2.491759788,0.148915702,0.545951644,2.021768203,0.991069673,1.02879117,0.913153829,0.055624805,0.001588514,0.59197606,0,0.059463909,1.02901541,0.015928628,0.800954243,0.306918498,0.039549734,0,0.089671128,0.937401024,0.301514081,0.191104457,0.118032935,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,2.403687642,1.063071823,0.143385389,0.546821251,Dairy and Egg Products
45,1046,1.429912982,1.94257582,1.601067579,1.620629559,1.682192194,0.313888592,0,0.421013655,3.419276006,0.046092955,0.49135648,2.213836182,0.696205968,1.367461555,0.700792474,0.063041446,0.003971285,0.716217949,0,0.06937456,0.830595398,0.033364018,0.700937439,0.222026148,0.055369628,0,0.125539579,0.778368162,0.313291975,0.206284385,0.257707958,0,0.063401653,0,0,0,0.165691506,0.811953072,0.055150599,2.357038413,1.015741758,0.209195095,0.837320041,Dairy and Egg Products
46,1047,1.419188635,1.901369666,2.081577777,1.526414263,1.956905032,0.165011526,0,0.643425268,3.624833655,0.106368359,0.509554868,2.658625186,0.775382333,1.652881879,1.076975447,0.055624805,0.001588514,0.588321887,0,0.027749824,0.922883776,0.02238618,0.409904935,0.076185443,0.047459681,0,0.107605353,0.937401024,0.541783114,0.23203605,0.306356909,0.123637006,0.215872386,0.086320878,0.142117722,0.214021391,0.350192519,0.188135755,0.253556273,2.424351059,1.009065103,0.119654011,0.700614728,Dairy and Egg Products
47,1048,1.548530764,1.707112084,1.558334458,1.342409892,2.028126879,0.320122361,0,0.551309474,2.817643864,0.058502597,0.527753256,4.422617943,0.660713115,1.730626968,0.785737016,0.061187285,0.003177028,0.412921573,0,0.095142254,0.994407269,0.028197976,0.562389571,0.254677052,0.055369628,0,0.125539579,0.778368162,0.09422315,0.177008809,0.220892535,0,0.053647553,0,0,0,0.049970454,0.129912492,0.029197376,2.086222417,0.922713701,0.124440171,0.469924513,Dairy and Egg Products
48,1049,2.640139334,0.724050987,0.297232593,0.656977804,0.172967343,0.173445449,0,0.311053023,0.536455326,0.00886403,0.181983881,0.480169948,0.360388972,0.064965074,0.118315612,0.016687441,0.000794257,0.116933543,0.013725313,0.059463909,0.447598631,0.023462438,0.44187752,0.108836347,0.02372984,0,0.053802677,0.402085211,0.044755996,0.095958834,0.124909469,0,0.021459021,0,0,0,0.065750598,0,0.021086994,1.100796581,0.492588758,0.110480537,0.299042872,Dairy and Egg Products
49,1050,2.421427643,1.124339338,0.28108897,1.207726281,0.206882508,0.103407223,0,0.276407892,0.456237708,0.00886403,0.163785493,0.465006687,0.37130985,0.076680087,0.097079477,0.022249922,0.000794257,0.168091968,0.012200279,0.045588997,0.438369794,0.019372655,0.360716343,0.095775985,0.015819894,0,0.035868451,0.361231633,0.032978103,0.177822019,0.234040901,0,0.036090172,0,0,0,0.031560287,0.357259352,0.027575299,1.592961605,0.671374738,0.157345024,0.504100841,Dairy and Egg Products
50,1052,2.063624418,1.718885271,0.206068603,1.954493159,0.15600976,0.108540915,0,0.222933885,0.345938482,0.005318418,0.127388717,0.308319651,0.26483129,0.036210041,0.075843341,0.012979121,0.000158851,0.018270866,0.009150209,0.047571127,0.28840118,0.009040573,0.212330756,0.060948354,0.031639787,0,0.071736902,0.361231633,0.047111575,0.274594064,0.360265207,0,0.058524603,0,0,0,0.231442104,0.194868737,0.043796064,3.027034057,1.34912939,0.176290242,0.948393107,Dairy and Egg Products
51,1053,1.878710671,2.001441754,0.269693471,2.281401268,0.179750376,0.100473685,0,0.219921265,0.330897678,0.01772806,0.127388717,0.293156389,0.259370851,0.028755033,0.072809608,0.020395762,0.000953108,0.109625196,0.009150209,0.039642606,0.433755375,0.013776111,0.405805886,0.076185443,0.031639787,0,0.071736902,0.361231633,0.03768926,0.398473123,0.532508791,0,0.070229523,0,0,0,0.241962199,0.519649966,0.051906446,3.605453193,1.350316351,0.313094661,0.965481271,Dairy and Egg Products
52,1054,1.993103709,1.512854502,0.303879967,1.405009317,0.257755255,0.457998658,0,0.602524015,0.506373719,0.00886403,0.20018227,0.449843425,0.401342264,0.00852001,0.112248145,0.018541602,0.000158851,0.051158425,0,0.073338821,0.149968614,0.015067621,0.25004201,0.089245804,0.02372984,0,0.053802677,0.361231633,0.068311784,0.185683054,0.24192992,0,0.041942632,0,0,0,0.16832153,0.129912492,0.030819452,2.1651191,0.952239352,0.164524265,0.649350236,Dairy and Egg Products
53,1055,2.604391509,0.794690108,0.27918972,0.758780909,0.22384009,0.156210911,0,0.01205048,0.521414523,0.012409642,0.181983881,0.480169948,0.352198313,0.094785108,0.151686683,0.029666563,0.000476554,0.076737637,0.013725313,0.06937456,0.343774207,0.014421866,0.297590983,0.034827631,0.087009415,0,0.197276481,0.412836152,0.070667363,0.100838096,0.131483652,0,0.022434431,0,0,0,0.089420813,0.064956246,0.009732459,1.169361556,0.514250794,0.088942815,0.3332192,Dairy and Egg Products
