,NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),FoodGroup
1111,5654,2.421102663,0.724050987,2.095822151,0.201709258,0.247580706,0,0,0,0.030081607,0.865129317,0.400364539,1.111972511,0.873670235,0.091590104,1.174054924,0.261436583,0.002859325,1.330119048,0,0.392461798,0.671397947,1.028472751,0.966555837,1.12972128,0.063279575,0,0.143473804,0.937401024,1.184856115,0,0,0,0,0,0,0,0.055230502,0.188135755,0.253556273,0.183153015,0.182495233,0.149567513,0.683526564,Poultry Products
1112,5655,2.473749459,0.671071647,2.074930403,0.145433008,0.206882508,0,0,0,0.025068006,0.507022509,0.400364539,1.076591568,0.84636804,0.071355081,1.134616386,0.254019942,0.002859325,1.28626897,0,0.388497537,0.664476319,1.018140668,0.956718119,1.118837646,0.063279575,0,0.143473804,0.937401024,1.173078221,0,0,0,0,0,0,0,0.052600478,0.188135755,0.253556273,0.134625293,0.117212385,0.089740508,0.615173907,Poultry Products
1113,5656,2.22643951,0.853556042,2.705481335,0.162505578,0.281495871,0,0,0,0.030081607,0.494612867,0.454959704,1.268659547,0.988339453,0.085200097,1.471360822,0.281832345,0.003018177,1.370314954,0,0.459854228,0.673705156,1.537543085,1.080509409,1.186316181,0.118649202,0,0.269013383,0.937401024,1.472236723,0,0,0,0,0,0,0,0.06049055,0.188135755,0.253556273,0.156541038,0.143919005,0.087746275,0.726246974,Poultry Products
1114,5657,2.448725982,0.700504614,2.057837155,0.18653364,0.247580706,0,0,0,0.030081607,0.554888271,0.400364539,1.081645988,0.851828479,0.086265098,1.140683853,0.254019942,0.002859325,1.293577316,0,0.386515407,0.6598619,1.009745851,0.94933983,1.107954011,0.063279575,0,0.143473804,0.937401024,1.163655906,0,0,0,0,0,0,0,0.052600478,0.188135755,0.253556273,0.187849246,0.157272314,0.115665544,0.640806154,Poultry Products
1115,5658,2.208240617,0.912421976,2.670345214,0.244706843,0.281495871,0,0,0,0.030081607,0.586798778,0.454959704,1.238333024,0.963767478,0.082005093,1.431922284,0.274415704,0.002859325,1.337427395,0,0.453907837,0.666783528,1.517739927,1.066572641,1.171079092,0.118649202,0,0.269013383,0.937401024,1.453392093,0,0,0,0,0,0,0,0.06049055,0.188135755,0.055150599,0.20663417,0.188430037,0.075780873,0.79459963,Poultry Products
1116,5661,2.119521016,1.012494064,2.448132988,0.406580104,0.498552928,0.040702843,0,0,0.050136012,2.283374098,0.49135648,2.234053864,0.860019137,0.097980111,1.216527195,0.991975687,0.059569275,3.222980771,0.04117594,0.578782045,5.336575435,2.997380298,6.816719071,1.828450627,4.42957022,0,10.0431663,7.02681534,4.977337914,3.897446639,5.644593182,0.04317904,0.030237711,0.08937664,0.022624497,0,0.202511841,0.188135755,0,0.318247931,0.20578934,0.252270539,4.818862275,Poultry Products
1117,5662,2.426302347,0.65929846,2.238265885,0.123301898,0.3900244,0,0,0,0.015040804,0.13650606,0.527753256,1.147353455,0.805414748,0.054315062,0.533937123,0.107541289,0.000953108,0.807572279,0,0.122892078,0.242256991,2.089663765,0.721432686,1.865454985,0.063279575,0,0.143473804,1.029940192,0.120134517,0.006776754,0.009203856,0,0,0,0,0,0.018410167,0.129912492,0,0.076235486,0.075965495,0.118457471,0.469924513,Poultry Products
1118,5663,2.137069948,0.888875602,3.009361303,0.171358022,0.481595346,0,0,0,0.030081607,0.18082621,0.636943585,1.465781947,0.974688356,0.064965074,0.667421404,0.124228731,0.000953108,1.147410388,0,0.162534684,0.311473274,2.701409173,0.787017475,2.350865092,0.063279575,0,0.143473804,1.38472126,0.164890513,0.008132105,0.011833529,0,0,0,0,0,0.026300239,0.064956246,0,0.112239924,0.111425951,0.168113885,0.606629825,Poultry Products
1119,5664,2.222864727,0.812349888,2.75296258,0.156814721,0.437505631,0,0,0,0.030081607,0.138278866,0.636943585,1.334367014,0.925544405,0.062835071,0.66438767,0.11310377,0.000953108,1.023168499,0,0.13280273,0.334545369,2.30470024,0.737828883,1.976468059,0.055369628,0,0.125539579,1.266460904,0.157823777,0.006776754,0.010518692,0,0,0,0,0,0.023670215,0.064956246,0,0.105352119,0.105787887,0.151362324,0.555365333,Poultry Products
1120,5665,2.360331361,0.882989009,1.778647435,0.527352732,0.31201952,0,0,0,0.105285625,0.207418299,0.382166151,0.975503158,0.58153675,0.073485084,0.767534614,0.198395137,0.001270811,0.69429291,0,0.13280273,0.426833746,1.166018605,0.81980987,0.761854428,0.055369628,0,0.125539579,1.139599795,0.282669451,0.019788121,0.028926403,0,0,0,0,0,0.028930263,0.129912492,0,0.339694053,0.421816217,0.505937042,0.632262072,Poultry Products
1121,5666,1.984004263,1.253844393,2.573483475,0.733488212,0.430722598,0,0,0,0.155421637,0.276557732,0.527753256,1.309094911,0.829986723,0.095850109,1.143717587,0.307790587,0.001588514,1.037785192,0,0.174427466,0.604488873,1.74246273,1.147733818,1.081833288,0.055369628,0,0.125539579,1.692198186,0.447559964,0.027378085,0.039445096,0,0,0,0,0,0.04734043,0.064956246,0,0.464300719,0.57790157,0.710345977,0.888584533,Poultry Products
1122,5667,2.028526554,1.218524832,2.455729987,0.724003451,0.362892268,0,0,0,0.145394434,0.306695434,0.454959704,1.061428306,0.674364213,0.09691511,1.125515185,0.298519786,0.001747365,1.004897633,0,0.158570423,0.53527259,1.429271467,1.065752831,1.025238387,0.055369628,0,0.125539579,1.670696303,0.424004176,0.028462366,0.040759932,0,0,0,0,0,0.034190311,0.064956246,0,0.463048391,0.574934168,0.70695578,0.905672697,Poultry Products
1123,5668,2.266412077,1.059586811,1.604866078,0.79292605,0.325585586,0,0,0,0.165448839,0.234010389,0.345769375,0.904741271,0.551504336,0.057510065,0.834276754,0.2280617,0.001429663,0.89892661,0,0.13280273,0.408376071,1.092402514,0.901790857,1.055712565,0.047459681,0,0.107605353,1.109497159,0.306225238,0.027378085,0.039445096,0,0,0,0,0,0.021040191,0.129912492,0,0.534431105,0.675232361,0.694990379,0.6664384,Poultry Products
1124,5669,1.841337945,1.518741095,2.38450812,1.103393906,0.447680181,0,0,0,0.245666458,0.351015583,0.509554868,1.329312593,0.753540578,0.090525103,1.08000918,0.359707071,0.002382771,1.319156529,0,0.158570423,0.599874454,1.661743332,1.147733818,1.005647845,0.055369628,0,0.125539579,1.64919442,0.376892601,0.031715208,0.046019278,0,0,0,0,0,0.023670215,0.064956246,0,0.715705627,0.897639152,0.922133576,0.905672697,Poultry Products
1125,5670,1.8930098,1.465761755,2.457629237,1.024354228,0.406981982,0,0,0,0.240652857,0.361652419,0.454959704,1.187788819,0.660713115,0.086265098,0.985963437,0.474665001,0.002541622,1.282614797,0,0.13280273,0.53527259,1.427549453,0.983771844,0.833686417,0.055369628,0,0.125539579,1.700798939,0.329781026,0.026293805,0.038130259,0,0,0,0,0,0.018410167,0.064956246,0,0.646044865,0.810397529,0.830997104,0.897128615,Poultry Products
1126,5671,2.272911681,0.877102416,2.272452382,0.376228868,0.332368619,0,0,0,0.060163214,0.166643762,0.400364539,0.930013373,0.652522457,0.124605142,0.770568348,0.11681209,0.002859325,1.019514325,0,0.174427466,0.415297699,1.086160214,0.901790857,0.809742421,0.039549734,0,0.089671128,1.548135571,0.096578729,0.006505684,0.009203856,0,0,0,0,0,0.044710406,0.032478123,0.003244153,0.250622202,0.352379006,0.255261889,1.12781883,Poultry Products
1127,5672,2.173142753,1.036040437,2.331329125,0.545689937,0.335760135,0,0,0,0.060163214,0.225146359,0.454959704,1.015938522,0.726238383,0.082005093,0.567308193,0.090853848,0.002700474,1.067018577,0,0.172445335,0.419912118,1.235975416,0.983771844,0.949052945,0.039549734,0,0.089671128,1.468578604,0.098934308,0.007318894,0.010518692,0,0,0,0,0,0.044710406,0.097434369,0.004866229,0.367245276,0.511728502,0.310302734,1.204715569,Poultry Products
1128,5673,1.36784176,2.607760873,1.387401977,2.703789307,0.213665541,0,0,0,0.045122411,0.177280598,0.254777434,0.657074666,0.439565337,0.079875091,0.22449629,0.074166406,0.002859325,0.584667714,0,0.099106515,0.126896519,0.731855872,0.647649798,0.389634122,0.02372984,0,0.053802677,0.926731154,0.106001044,0.043642294,0.063112153,0,0,0.008125149,0,0.111440715,0.049970454,0.032478123,0.006488306,1.86502993,2.774075906,1.71803217,1.110730666,Poultry Products
1129,5674,1.459486183,2.590101093,0.909740653,2.796739969,0.166184309,0.02896869,0,0,0.030081607,0.065593821,0.145587105,0.480169948,0.324896119,0.054315062,0.197192687,0.070458086,0.00222392,0.369071494,0,0.079285212,0.073830702,0.55212068,0.500084021,0.252500325,0.015819894,0,0.035868451,0.608503287,0.153112619,0.05312975,0.077575355,0,0,0.008125149,0,0.113647462,0.071010645,0.064956246,0.006488306,1.894459645,2.815322796,1.805977868,0.897128615,Poultry Products
1130,5675,1.282046981,2.719606148,1.573528457,2.78156435,0.244189189,0,0,0,0.050136012,0.159552538,0.29117421,0.763217496,0.494169727,0.090525103,0.260901094,0.083437207,0.003177028,0.635826138,0,0.103070775,0.143046985,0.843141014,0.737828883,0.428815207,0.02372984,0,0.053802677,1.051442075,0.117778938,0.049063697,0.071001172,0,0,0.008125149,0,0.100406981,0.06049055,0.064956246,0.008110382,1.901347451,2.846480519,1.752332987,1.12781883,Poultry Products
1131,5676,2.155593821,1.100792964,2.157547769,0.678476597,0.315411036,0,0,0,0.060163214,0.166643762,0.382166151,0.89463243,0.625220262,0.118215134,0.69775874,0.11124961,0.002859325,0.964701727,0,0.164516814,0.378382348,1.040096345,0.868998462,0.755324247,0.031639787,0,0.071736902,1.468578604,0.096578729,0.011384946,0.015778038,0,0,0,0,0.014343854,0.044710406,0.032478123,0.004866229,0.460074111,0.666626894,0.44511292,1.12781883,Poultry Products
1132,5677,2.012602523,1.348029887,2.143303396,0.975665786,0.308628003,0,0,0,0.055149613,0.214509523,0.418562927,0.945176635,0.668903774,0.080940092,0.497532319,0.088999688,0.002859325,0.972010074,0,0.158570423,0.362231882,1.135668111,0.916547435,0.838039871,0.031639787,0,0.071736902,1.361069189,0.101289887,0.014637788,0.021037384,0,0,0,0,0.022067468,0.044710406,0.097434369,0.004866229,0.665769036,0.96262526,0.590891389,1.187627405,Poultry Products
1133,5678,2.525421315,0.6239789,1.82233018,0.20613548,0.335760135,0,0,0,0.045122411,0.12764203,0.29117421,0.722782132,0.524202141,0.161880184,0.606746731,0.11310377,0.001588514,0.818534799,0,0.194248769,0.560651894,1.063343531,0.983771844,0.838039871,0.02372984,0,0.053802677,1.619091784,0.098934308,0.007589964,0.010518692,0,0,0,0,0.112544088,0.105200956,0.064956246,0,0.14934015,0.191397439,0.159937528,0.786055548,Poultry Products
1134,5679,2.258612552,0.859442635,2.406349492,0.316158712,0.403590466,0,0,0,0.060163214,0.195008657,0.363967763,0.99572084,0.682554871,0.20235023,0.800905684,0.148332813,0.001429663,1.125485349,0,0.20217729,0.685241204,1.272783461,1.065752831,0.898988225,0.031639787,0,0.071736902,2.472716536,0.096578729,0.005421403,0.007889019,0,0,0,0,0.110337341,0.06049055,0.032478123,0,0.225106013,0.301191319,0.239906291,1.059466174,Poultry Products
1135,5680,2.280711207,0.877102416,2.183187641,0.40025693,0.383241367,0,0,0,0.070190417,0.138278866,0.382166151,0.859251486,0.625220262,0.179985205,0.709893675,0.090853848,0.00222392,1.088943616,0,0.158570423,0.36915351,1.091326256,0.533687086,0.674785351,0.031639787,0,0.071736902,1.487930298,0.073022941,0.006234613,0.009203856,0,0,0,0,0,0.044710406,0.032478123,0.060016828,0.270815996,0.388729683,0.269022101,1.153451076,Poultry Products
1136,5681,2.230014292,0.965401316,2.184137266,0.50332467,0.403590466,0,0,0,0.060163214,0.189690239,0.436761315,1.026047363,0.79176365,0.209805239,0.564274459,0.096416328,0.002700474,0.993935113,0,0.158570423,0.323009322,1.362543432,0.533687086,0.670431897,0.031639787,0,0.071736902,1.376120507,0.080089678,0.006776754,0.010518692,0,0,0,0,0,0.063120574,0.097434369,0.003244153,0.319343718,0.449116316,0.268423831,1.076554338,Poultry Products
1137,5682,2.507547403,0.647525273,1.814733181,0.23332513,0.352717718,0,0,0,0.040108809,0.106368359,0.382166151,0.884523589,0.638871359,0.166140189,0.464161249,0.098270489,0.001429663,0.763722201,0,0.172445335,0.530658171,1.140834153,1.024762338,0.942522764,0.02372984,0,0.053802677,1.614791408,0.13191241,0.005150333,0.007889019,0,0,0,0,0.095993487,0.068380622,0.032478123,0,0.140730393,0.181308272,0.15295771,0.743335138,Poultry Products
1138,5683,2.205315795,0.965401316,2.300941129,0.488781369,0.403590466,0,0,0,0.050136012,0.173734986,0.436761315,1.020992942,0.731698822,0.188505214,0.576409394,0.137207852,0.001747365,1.231456372,0,0.180373856,0.627560968,1.365341704,1.147733818,0.96646676,0.031639787,0,0.071736902,2.130836598,0.087156414,0.007318894,0.010518692,0,0,0.008125149,0,0.101510354,0.094680861,0.097434369,0,0.376481197,0.513805683,0.371525703,1.04237801,Poultry Products
1139,5684,1.526107128,2.372297137,1.164240125,2.462244051,0.284887388,0.036669228,0,0,0.070190417,0.115232388,0.218380658,0.566095097,0.398612045,0.148035168,0.19112522,0.053770645,0.002541622,0.570051021,0,0.099106515,0.092288378,0.710330699,0.533687086,0.313448679,0.015819894,0,0.035868451,0.778368162,0.063600626,0.039847312,0.057852807,0,0,0,0,0,0.04734043,0.032478123,0.006488306,1.660117711,2.552114225,1.594190269,1.059466174,Poultry Products
1140,5685,1.636925385,2.27222505,1.055033262,2.396483039,0.203490991,0.000366692,0,0,0.035095208,0.090413105,0.127388717,0.444789005,0.275752168,0.148035168,0.188091486,0.055624805,0.000953108,0.394650707,0,0.06937456,0.138432566,0.571493335,0.533687086,0.245970144,0.015819894,0,0.035868451,0.621404417,0.160179355,0.050419048,0.073630845,0,0,0,0,0,0.115721052,0.129912492,0,1.653856069,2.536980474,1.634274363,0.965481271,Poultry Products
1141,5686,1.323644449,2.478255818,1.928688169,2.377513516,0.308628003,0.01613446,0,0,0.075204018,0.207418299,0.327570987,0.889578009,0.540583458,0.172530196,0.458093782,0.126082891,0.002065068,0.730834642,0,0.112981427,0.28840118,0.870693235,0.533687086,0.402694483,0.02372984,0,0.053802677,1.066493393,0.13191241,0.047708347,0.069686336,0,0,0,0,0,0.118351076,0.032478123,0.008110382,1.721951421,2.596476887,1.79481016,1.315788635,Poultry Products
1142,5687,2.179317377,1.077246591,2.046441656,0.677211962,0.369675301,0.004767,0,0,0.070190417,0.134733254,0.363967763,0.818816122,0.595187847,0.1757252,0.640117801,0.085291367,0.00222392,1.019514325,0,0.150641902,0.332238159,1.040096345,0.533687086,0.626897358,0.031639787,0,0.071736902,1.391171825,0.070667363,0.010842806,0.015778038,0,0,0,0,0,0.044710406,0.032478123,0.053528522,0.457569455,0.679535094,0.447107153,1.136362912,Poultry Products
1143,5688,2.398029067,0.859442635,1.712173692,0.521029558,0.318802553,0,0,0,0.040108809,0.122323612,0.272975822,0.682346768,0.488709288,0.159750182,0.546072057,0.105687129,0.001429663,0.760068028,0,0.176409596,0.500664448,0.992740965,0.842764547,0.75314752,0.02372984,0,0.053802677,1.477179357,0.106001044,0.013553508,0.019722548,0,0,0,0,0.095993487,0.105200956,0.064956246,0,0.365366783,0.528345954,0.371725127,0.811687794,Poultry Products
1144,5689,2.143894533,1.059586811,2.347472749,0.569085682,0.393415916,0.001833461,0,0,0.065176815,0.196781463,0.363967763,0.980557578,0.666173554,0.198090225,0.758433413,0.146478653,0.001588514,1.077981097,0,0.190284508,0.636789805,1.223490816,0.935403062,0.838039871,0.031639787,0,0.071736902,2.35445618,0.101289887,0.010571736,0.015778038,0,0,0,0,0.09709686,0.068380622,0.064956246,0,0.415772998,0.602085898,0.434144635,1.093642502,Poultry Products
1145,5690,2.078898488,1.265617579,1.96572354,0.924448075,0.37984985,0.007700538,0,0,0.060163214,0.173734986,0.382166151,0.924958953,0.707126846,0.197025224,0.485397384,0.087145528,0.002541622,0.902580783,0,0.146677642,0.274557923,1.222414557,0.533687086,0.594246454,0.031639787,0,0.071736902,1.24710921,0.07537852,0.014095648,0.019722548,0,0,0,0,0,0.06049055,0.097434369,0.004866229,0.607535769,0.901051665,0.553399799,1.068010256,Poultry Products
1146,5691,2.230339272,1.159658898,1.572578832,0.921918805,0.305236487,0,0,0,0.040108809,0.101049941,0.29117421,0.742999814,0.521471921,0.160815183,0.376182973,0.085291367,0.001270811,0.646788658,0,0.140731251,0.406068861,0.959592199,0.698478009,0.720496616,0.02372984,0,0.053802677,1.298713729,0.141334725,0.019517051,0.028926403,0,0,0,0,0.065099031,0.084160765,0.064956246,0,0.622250627,0.931022427,0.624394512,0.811687794,Poultry Products
1147,5692,2.034376198,1.259730986,2.228769636,0.873230363,0.386632883,0.003300231,0,0,0.055149613,0.18082621,0.418562927,0.99572084,0.693475749,0.185310211,0.552139525,0.135353692,0.001747365,1.136447868,0,0.166498944,0.560651894,1.269554685,0.924745534,0.857630413,0.031639787,0,0.071736902,2.012576242,0.096578729,0.015179928,0.022352221,0,0,0,0,0.081649633,0.099940908,0.097434369,0,0.648862604,0.948381729,0.653111475,1.093642502,Poultry Products
1148,5693,2.046075486,1.247957799,2.074930403,0.877024268,0.474812313,0.011367461,0,0.023347806,0.165448839,0.14537009,0.327570987,1.071537147,0.718047724,0.599595682,0.527869656,0.124228731,0.104548948,1.501865189,0,0.13676699,0.417604909,1.113927687,0.533687086,0.263383959,0.055369628,0,0.125539579,1.184753749,0.143690304,0.013824578,0.019722548,0,0,0,0,0,0.063120574,0,0,0.565582771,0.873158085,0.40762133,0.9996576,Poultry Products
1149,5694,2.465299974,0.67695824,1.829927179,0.260514779,0.403590466,0.003666923,0,0.00753155,0.075204018,0.159552538,0.382166151,0.965394317,0.617029603,0.177855202,0.813040619,0.196540977,0.001588514,0.818534799,0,0.118927817,0.569880732,1.236621171,0.766522229,0.925108948,0.047459681,0.230870217,0.107605353,1.354618624,0.482893645,0.011656017,0.017092875,0,0,0,0,0,0.031560287,0.097434369,0,0.175952127,0.184572414,0.201218161,0.674982482,Poultry Products
1150,5695,2.172492792,0.930081756,2.478520985,0.379390455,0.420548048,0,0,0,0.080217619,0.189690239,0.436761315,1.051319465,0.619759823,0.214065243,1.031469442,0.237332501,0.002700474,1.147410388,0,0.110999296,0.772915162,1.46952354,0.832107018,0.946876218,0.063279575,0,0.143473804,1.941620028,0.388670495,0.004879263,0.006574183,0,0,0,0,0,0.018410167,0.097434369,0,0.282869656,0.305790792,0.33144161,0.897128615,Poultry Products
1151,5696,2.483498866,0.594545933,2.045492031,0.104964692,0.481595346,0,0,0.003765775,0.070190417,0.095731523,0.454959704,1.19284324,0.660713115,0.219390249,0.394385375,0.096416328,0.00111196,0.829497319,0,0.0654103,0.334545369,2.136158138,0.635352649,1.686963376,0.055369628,0.230870217,0.125539579,1.038540945,0.148401462,0.005421403,0.007889019,0,0,0,0,0,0.015780143,0.032478123,0,0.083905997,0.072849723,0.095523785,0.461380431,Poultry Products
1152,5697,2.280711207,0.747597361,2.561138351,0.131522024,0.488378379,0,0,0,0.065176815,0.097504329,0.545951644,1.288877229,0.679824651,0.253470288,0.452026314,0.11495793,0.001747365,1.103560309,0,0.075320951,0.479899564,2.529207791,0.737828883,1.517178675,0.071189521,0,0.16140803,1.500831428,0.400448389,0.002981772,0.00394451,0,0,0,0,0,0.015780143,0.097434369,0,0.092828836,0.092879687,0.105295529,0.589541661,Poultry Products
1153,5698,1.624901116,2.242792083,1.167089,2.326928122,0.23401464,0.007700538,0,0.00753155,0.065176815,0.101049941,0.163785493,0.50038763,0.292133485,0.146970167,0.24876616,0.085291367,0.001270811,0.369071494,0,0.031714085,0.219184897,0.70172063,0.405805886,0.34827631,0.031639787,0.230870217,0.071736902,0.748265526,0.207290931,0.076983923,0.111761104,0,0,0,0,0,0.023670215,0.357259352,0,1.632723029,2.06353146,2.165737594,0.803143712,Poultry Products
1154,5699,1.199826984,2.65485362,2.10341915,2.548871538,0.464637763,0,0,0,0.12534003,0.191463045,0.509554868,1.233278604,0.718047724,0.249210283,0.488431118,0.126082891,0.003971285,0.771030547,0,0.047571127,0.542194218,1.570261348,0.754225081,0.631250812,0.055369628,0,0.125539579,1.58683896,0.374537022,0.07102038,0.103872085,0,0,0,0,0,0.039450359,0.45469372,0,1.77768003,2.239498408,2.373736149,1.230347815,Poultry Products
1155,5700,2.292735475,0.994834283,1.694130819,0.684799771,0.366283784,0.005500384,0,0.00753155,0.070190417,0.147142896,0.327570987,0.869360327,0.551504336,0.171465195,0.69775874,0.174291055,0.001588514,0.727180469,0,0.101088645,0.498357239,1.126842791,0.69273934,0.805388967,0.047459681,0.230870217,0.107605353,1.229907703,0.426359755,0.025209524,0.036815423,0,0,0,0,0,0.028930263,0.162390614,0,0.407006699,0.652828474,0.759802968,0.700614728,Poultry Products
1156,5701,2.036326079,1.171432085,2.426291615,0.683535136,0.427331081,0,0,0,0.08523122,0.191463045,0.454959704,1.076591568,0.63341092,0.219390249,0.955626101,0.220645059,0.002859325,1.096251963,0,0.103070775,0.74061423,1.483730154,0.82144949,0.903341679,0.063279575,0,0.143473804,1.892165697,0.386314916,0.014095648,0.021037384,0,0,0,0,0,0.021040191,0.129912492,0,0.492321565,0.576714609,0.617614119,0.939849025,Poultry Products
1157,5702,2.342782429,0.865329229,1.901149047,0.469179529,0.444288664,0.005133692,0,0.00451893,0.070190417,0.095731523,0.400364539,1.081645988,0.600648286,0.207675236,0.370115506,0.094562168,0.00111196,0.752759681,0,0.059463909,0.316087693,1.901103252,0.597641395,1.469290683,0.047459681,0.230870217,0.107605353,0.991236803,0.157823777,0.01734849,0.024981894,0,0,0,0,0,0.018410167,0.097434369,0,0.211330402,0.474784345,0.518500713,0.512644923,Poultry Products
1158,5703,2.180292318,0.924195163,2.51840523,0.356627027,0.484986862,0,0,0,0.070190417,0.106368359,0.545951644,1.283822809,0.682554871,0.252405287,0.455060048,0.11495793,0.002065068,1.07067275,0,0.07135669,0.486821192,2.440093577,0.739468503,1.434463052,0.063279575,0,0.143473804,1.509432181,0.39809281,0.009487455,0.013148365,0,0,0,0,0,0.018410167,0.129912492,0,0.249369874,0.292437483,0.316086012,0.649350236,Poultry Products
1159,5704,2.477974202,0.618092306,1.981867163,0.151123864,0.45785473,0.005133692,0,0.00451893,0.070190417,0.113459582,0.436761315,1.127135773,0.647062018,0.206610235,0.515734721,0.126082891,0.001270811,0.825843145,0,0.081267342,0.403761652,1.870537507,0.673883713,1.462760502,0.055369628,0.230870217,0.125539579,1.130999042,0.247335769,0.007318894,0.010518692,0,0,0,0,0,0.021040191,0.064956246,0,0.083749455,0.109200399,0.125636711,0.521189005,Poultry Products
1160,5705,2.236188916,0.824123075,2.526951855,0.233957447,0.461246247,0,0,0,0.070190417,0.13650606,0.49135648,1.187788819,0.652522457,0.23749527,0.691691273,0.165020254,0.00222392,1.121831175,0,0.089195863,0.602181664,2.092462038,0.776359947,1.282092166,0.063279575,0,0.143473804,1.681447245,0.395737231,0.003794982,0.005259346,0,0,0,0,0,0.015780143,0.097434369,0,0.171099355,0.180714791,0.198625658,0.717702892,Poultry Products
1161,5706,2.315809071,0.930081756,1.807136182,0.575408856,0.410373499,0.005500384,0,0.00602524,0.070190417,0.118778,0.382166151,0.985611999,0.576076311,0.191700218,0.509667254,0.127937051,0.001270811,0.738142988,0,0.077303081,0.392225605,1.559714013,0.636992269,1.175432546,0.047459681,0.230870217,0.107605353,1.092295653,0.273247136,0.021143472,0.03024124,0,0,0,0,0,0.023670215,0.129912492,0,0.266119765,0.578643421,0.697981729,0.598085743,Poultry Products
1162,5707,2.113996352,1.036040437,2.47757136,0.506486257,0.461246247,0,0,0,0.075204018,0.143597284,0.49135648,1.19284324,0.660713115,0.238560271,0.667421404,0.161311934,0.002382771,1.08163527,0,0.085231603,0.592952826,2.031115295,0.773900518,1.205906723,0.063279575,0,0.143473804,1.670696303,0.393381652,0.011656017,0.017092875,0,0,0,0,0,0.018410167,0.129912492,0,0.360200929,0.423003177,0.454685241,0.777511466,Poultry Products
1163,5708,2.468224796,0.653411867,2.088225152,0.159976308,0.403590466,0,0,0,0.040108809,0.072685045,0.454959704,0.914850112,0.647062018,0.13206015,0.333710702,0.079728887,0.000794257,0.814880626,0,0.097124384,0.357617463,2.152517269,0.778819377,1.828450627,0.055369628,0,0.125539579,1.391171825,0.077734099,0.004608193,0.006574183,0,0,0,0,0.004413494,0.026300239,0.064956246,0,0.093924623,0.139467901,0.195434884,0.512644923,Poultry Products
1164,5709,2.274536583,0.765257141,2.653251966,0.131522024,0.474812313,0,0,0,0.075204018,0.104595553,0.49135648,1.106918091,0.720777944,0.195960223,0.403486576,0.105687129,0.000953108,1.056056058,0,0.089195863,0.449905841,2.47539486,0.791116525,1.597717572,0.071189521,0,0.16140803,1.591139336,0.070667363,0.002168561,0.00394451,0,0,0,0,0.005516867,0.021040191,0.032478123,0,0.066999564,0.099407972,0.133214799,0.632262072,Poultry Products
1165,5710,2.426302347,0.671071647,2.216424513,0.14732996,0.359500751,0,0,0,0.045122411,0.134733254,0.49135648,0.935067794,0.728968602,0.07881009,0.351913104,0.100124649,0.000953108,0.807572279,0,0.103070775,0.380689558,2.216016529,0.860800364,1.771855727,0.055369628,0.230870217,0.125539579,1.124548477,0.318003132,0.004337122,0.006574183,0,0,0,0,0.008826987,0.023670215,0.064956246,0,0.053850117,0.083384001,0.127431521,0.452836349,Poultry Products
1166,5711,2.194591448,0.800576701,2.802343075,0.124566533,0.423939565,0,0,0,0.070190417,0.17196218,0.509554868,1.278768388,0.810875187,0.121410138,0.461127515,0.11124961,0.000794257,1.121831175,0,0.085231603,0.438369794,2.529207791,0.848503216,1.806683358,0.071189521,0,0.16140803,1.642743855,0.414581861,0.002439631,0.00394451,0,0,0,0,0.007723614,0.015780143,0.064956246,0,0.103317085,0.094956869,0.133613645,0.598085743,Poultry Products
1167,5712,2.438976576,0.65929846,2.134756772,0.157447039,0.318802553,0,0,0,0.030081607,0.106368359,0.345769375,0.742999814,0.606108725,0.073485084,0.791804483,0.087145528,0.000794257,0.789301413,0,0.075320951,0.293015599,1.372660263,0.557470712,1.534592491,0.055369628,0.230870217,0.125539579,1.083694899,0.216713246,0.004608193,0.006574183,0,0,0,0,0,0.028930263,0.064956246,0,0.071695796,0.070920912,0.094127822,0.563909415,Poultry Products
1168,5713,2.08117335,1.000720877,2.865018318,0.348406901,0.356109235,0,0,0,0.060163214,0.14537009,0.382166151,0.909795691,0.565155433,0.109695125,0.982929703,0.10939545,0.000635406,1.118177002,0,0.077303081,0.415297699,1.823182127,0.602560255,1.423579417,0.079099468,0,0.179342255,1.679297056,0.294447345,0.006776754,0.010518692,0,0,0,0,0,0.044710406,0.22734686,0,0.212426189,0.249261781,0.284377699,0.828775959,Poultry Products
